icm4x6xx_accelerometer.x,icm4x6xx_accelerometer.y,icm4x6xx_accelerometer.z,ak0991x_magnetometer.x,ak0991x_magnetometer.y,ak0991x_magnetometer.z,icm4x6xx_gyroscope.x,icm4x6xx_gyroscope.y,icm4x6xx_gyroscope.z
-0.15023616,7.0221934,9.284714,-19.725,-3.3750002,-25.44375,0.053261653,0.4248948,-0.9845416
1.6843209,5.86759,8.508993,-19.7625,-2.68125,-24.712502,-0.43035415,-0.950321,-1.4756141
0.24720132,3.9989154,8.920795,-18.5625,-1.3125,-24.712502,0.017043728,-0.08748226,-1.4873316
0.4961983,5.1247888,5.892729,-15.8625,-1.5937501,-25.25625,0.17895915,-0.91836405,-1.1176958
0.30466217,4.051588,4.8338933,-17.5125,-3.075,-24.825,0.5837477,-1.4595023,-1.1656313
0.27114335,5.6760535,4.0677485,-20.25,-2.1000001,-23.85,-0.15339355,-1.5606996,-1.064434
0.3764882,6.011242,6.4104753,-20.550001,-5.08125,-23.0625,-0.55072546,-1.247521,-1.6119639
-1.3144168,6.931214,9.419388,-21.825,-2.025,-23.4375,-0.48042008,-0.70531744,-1.0985216
0.050876785,6.7253127,10.190321,-22.518751,1.29375,-24.975,0.2162423,-0.401726,-1.1688269
-2.9101522,7.2664022,8.690952,-22.1625,-1.5937501,-22.85625,0.6093133,-0.42196542,-0.7288857
1.1001357,5.9729347,11.167754,-21.075,-1.0875001,-21.956251,-0.973623,-1.7311368,-0.49773014
0.4961983,4.2862196,11.273099,-24.50625,-0.43125,-25.425001,0.1448717,0.08934642,-1.1453918
-0.011372458,4.171298,6.621165,-23.00625,-0.43125,-22.143751,-0.18428531,-0.6051855,-0.7629731
-0.8451532,4.147356,6.8127007,-23.268751,-1.5375,-22.575,0.04580502,-0.6627081,-0.6841459
-0.4950012,4.655525,8.619126,-23.868752,-1.2750001,-19.78125,-0.038348388,-0.6914694,-0.3805545
0.1945289,4.808754,6.353014,-24.7875,-2.1937501,-20.6625,0.5656387,-0.6286206,-0.34007564
-0.6679823,5.483919,5.5671177,-25.1625,-1.6125001,-21.28125,0.36963585,-0.26218048,-0.53820896
-1.1324574,6.5906386,7.6560583,-25.893751,-2.2875001,-20.53125,-0.033022225,-0.57429373,-0.31024912
0.6452374,6.907272,10.904391,-26.493752,-2.4375,-18.46875,0.009587097,-0.2952027,-0.39440253
-0.6392518,7.0700774,9.510367,-25.575,-1.7625,-18.46875,-0.009587097,0.09893352,-0.4359466
0.046088383,6.5379663,7.5602903,-26.118752,-1.0125,-19.66875,-0.6615097,-0.53168446,-0.42848998
1.5933412,3.9366663,11.4359045,-25.425001,-1.8937501,-19.800001,-0.40052763,0.34926328,-0.64686275
-1.1420342,3.6876693,7.3352356,-25.125002,-1.63125,-19.800001,0.16937205,-0.65738195,-0.37522835
1.6938977,3.6302083,7.766192,-25.85625,-2.325,-18.018751,0.80744666,-0.9236902,-0.2260957
-1.4053963,4.185663,3.9145198,-26.41875,-3.5812502,-18.45,0.5794868,-0.32183352,-0.7363423
-0.13108255,5.436035,4.829105,-25.968752,-4.93125,-15.01875,-0.005326165,-0.8054493,-0.69799393
-0.62488663,5.3115363,6.884527,-25.10625,-6.1125,-14.981251,-0.06604445,-0.0075897854,-0.58294874
-0.78290397,6.9360023,9.179369,-26.812502,-4.4437504,-16.06875,-0.5773563,0.4248948,-0.08974588
-2.7473464,6.5188127,10.842142,-24.6,-4.40625,-16.63125,-0.083088174,0.12662958,0.101996064
-0.6679823,8.617331,9.47206,-22.6875,-4.5,-16.1625,0.2897434,0.4600475,0.695464
1.7902644,4.727351,14.171879,-26.681252,-4.2937503,-17.400002,-0.6647054,-0.70851314,-0.06737599
-2.0428526,3.1842883,8.288726,-24.45,-4.275,-16.78125,0.4644416,0.6794855,0.07536524
-1.2808979,4.0659533,4.1491513,-24.91875,-4.2375,-16.78125,0.30465665,-0.25259337,0.20865251
0.3286042,3.970185,5.787384,-25.612501,-5.6625004,-15.000001,-0.13421936,-0.29094177,-0.062049825
-0.030526072,4.3819876,7.3591776,-27.112501,-4.70625,-15.918751,0.054326884,0.053128496,0.118107714
-0.13587095,5.354632,6.1519012,-26.250002,-5.7562504,-15.450001,0.534747,-0.2760285,0.010386022
-0.27952304,6.1836243,6.501455,-25.95,-5.625,-15.750001,0.37602726,-0.0757647,-0.13661614
-0.6727707,6.9407907,8.595184,-27.13125,-6.7312503,-14.56875,0.09161004,-0.26857188,-0.28468353
-0.0688333,6.907272,9.89344,-26.531252,-8.19375,-12.750001,-0.076696776,-0.5135755,-0.51051295
-1.8608932,6.533178,9.500791,-25.743752,-8.231251,-13.031251,-0.53048605,0.36630702,-0.04074516
0.94690675,5.704784,9.615712,-26.94375,-7.3125005,-14.400001,-0.44100648,-0.5689676,-0.58188355
-1.4437037,3.9653966,8.66701,-24.375002,-8.137501,-15.39375,0.047935486,0.07017223,-0.25272653
-0.15023616,4.545392,7.061698,-22.48125,-7.8,-15.356251,-0.49426812,-0.077895164,0.256588
1.0953473,4.0946836,7.9385743,-26.94375,-7.9687505,-17.34375,-0.22156847,0.4600475,-2.6630826E-4
-1.2521675,4.9284644,4.7668557,-25.2,-5.3625,-17.5125,0.47296345,-0.25898477,-0.17283405
-0.3369839,5.249287,5.9358244,-23.962502,-6.8625,-15.69375,-0.024500359,-0.38042134,-0.108920075
-0.79248077,5.2397103,9.788095,-25.556252,-7.05,-16.462502,-0.2897434,-0.0949389,-0.03648423
-1.4293385,5.5748987,9.370906,-24.975,-8.6625,-15.975,0.10226237,0.26510987,0.24806614
-1.894412,5.3594203,9.644443,-27.393751,-8.1,-16.03125,-0.12463226,0.29387116,0.50798297
-1.1803415,6.001665,9.14585,-24.825,-6.3562503,-17.94375,-0.6039871,-0.028894445,0.5473966
-0.4902128,2.8395233,11.134235,-26.7,-3.99375,-17.7,-0.5390079,1.010773,0.69439876
0.108337626,3.2561142,7.1867948,-27.525002,-3.525,-17.737501,-0.17682868,-0.15139624,0.43128622
-0.47105917,3.3279405,6.563704,-26.493752,-2.41875,-19.21875,-0.361114,-0.36124715,0.1596518
-0.17896658,3.2369606,7.037756,-28.237501,0.22500001,-19.275002,-0.877752,0.32582816,0.25871846
-0.044891283,3.064578,9.112331,-28.218752,-0.46875003,-20.75625,-0.25352547,-0.57322854,0.398264
-0.26994625,3.3183637,8.091804,-30.056252,0.76875,-21.09375,0.690271,-0.26857188,0.40039447
0.54408234,4.8662148,6.918046,-30.806252,0.76875,-18.88125,0.06710968,-0.27389804,0.48987404
1.459266,4.8614264,12.322357,-29.812502,-0.39375,-20.475,-0.112914704,-0.18974464,0.07856093
1.1432313,5.1343656,11.407174,-34.275,-0.16875,-20.550001,0.022369893,-0.022503048,0.15112993
0.3669114,3.6014779,11.738173,-31.35,-0.75,-19.0125,-0.32383084,-0.053394806,-0.24313943
0.39564183,2.767697,11.004948,-32.475002,2.0062501,-19.96875,-0.22156847,0.69013786,0.0029293909
0.08439561,3.265691,6.420052,-32.41875,0.88125,-20.400002,0.060718283,-0.1727009,-0.08548495
0.7457938,2.6048915,7.9194207,-29.962502,0.01875,-18.4125,-0.098001435,-0.19613603,0.005059857
0.08439561,2.906561,6.3099184,-31.218752,-0.88125,-20.643751,0.106523305,0.2789579,0.14473854
-0.42796355,3.6924577,6.5349736,-31.275002,-0.15,-21.393751,-0.18215485,0.34287187,0.19373925
0.6691794,3.7594953,9.313444,-30.000002,0.056250002,-21.075,-0.329157,-0.0821561,0.24593568
1.3347675,4.1760864,9.59177,-30.712502,1.7812501,-19.78125,0.090544805,-0.14926578,0.13302097
0.6356605,4.554969,10.7990465,-31.518751,1.1437501,-22.3125,-0.014913263,-0.071503766,-0.08122402
-0.7589619,4.5358152,11.690289,-32.79375,1.48125,-21.300001,0.16511112,0.23847905,0.31198013
0.09876082,3.2369606,10.842142,-32.34375,2.15625,-20.85,-0.46657208,-0.1631138,0.23847905
0.15143326,1.3401544,11.589133,-32.325,4.3125,-22.21875,-0.3099828,-0.22383209,0.023168819
0.12749124,2.1493945,7.3591776,-33.73125,4.5,-20.175001,0.4878767,0.09893352,-0.066310756
0.6979098,2.9113493,6.6786256,-33.7125,3.7875001,-20.60625,0.04580502,0.0115844095,0.13302097
1.2677298,2.8060043,7.6800003,-34.425003,2.2687502,-21.6375,-0.27269965,-0.1950708,0.1724346
1.1480197,3.0693667,7.909844,-36.131252,3.9375002,-22.875,0.017043728,-0.14607008,-0.11957241
0.82719666,3.1411927,8.844181,-33.675003,3.075,-20.8875,-0.14593692,0.12556434,0.0061250897
1.0570401,3.2225955,9.668385,-34.03125,3.3937502,-22.087502,0.18535055,-0.22170162,-0.1323552
2.010531,3.888782,10.065823,-34.6875,3.99375,-21.50625,0.09587097,-0.5636414,-0.32196668
2.4893713,4.0803185,11.000159,-32.1375,1.7062501,-19.66875,-0.23648173,-0.22170162,-0.58507925
1.459266,2.791639,11.891401,-34.0875,2.1000001,-20.737501,-0.43781078,0.096803054,-0.5904054
1.6795325,1.7998412,9.375694,-33.881252,1.5187501,-20.1375,-0.141676,0.16710843,-0.6852111
